1871355734,Lemonade,"[' 3+ years working as a data scientist (preferably for a startup)', ' MSc+ in Statistics, Computer Science, Mathematics or equivalent practical experience', ' Writes Python, R code', ' All around team player, fast, and self-learning individual', ' Passion for data', ' Knowledge of relational and NoSQL databases', ' Smart, problem solver', ' Loves getting shit done!', ' Experience working on high-scale, production-grade projects']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878131413,PayPal,"[' DO: Capitalize first letter of First and Last Name. Example: John Smith ',  DON'T: Capitalize entire First and/or Last Name. Example: JOHN SMITH """," "" NOTE: Use correct grammar for Names with multiple cases. Example: McDonald or O'Connell""", <br/>, <br/>, 'Develop loss forecasts for global credit products leveraging internal performance data and various macroeconomic inputs', 'Conduct regular stress testing to ensure portfolio maintains minimum profitability measures', 'Participate in monthly/quarterly reserve setting process with Finance and Accounting', 'Monitor global portfolio performance to ensure its within PayPal’s Credit Risk Appetite', 'Partner with Operations to conceive, design & monitor strategies to improve credit losses', 'Leverage internal and external data to enhance existing models and business rules', 'Analyze portfolio trends to deliver strategic loss forecasting insights', 'Communicate concise and actionable business strategies to Executive team', <br/>, <br/>, 'Bachelor’s degree in Mathematics, Statistics, Operations Research, Finance, Economics or related quantitative discipline. ', '5+ years of proven Risk and Collections experience in Financial Services, Payment Transactions or other financial related industry', 'Analytical and project management experience', 'Excel and spreadsheet analysis', 'Handling and building complex formulas in Excel spreadsheet', 'Risk Management', 'Collections strategy', 'Statistical analysis', 'Loss modeling', 'Building complex forecasting model using advanced Excel functions', 'SAS (R or Python) and SQL skills to be able to run data queries and research risk strategy and collections impacts', 'Using PowerPoint for management communications and broad organizational readouts', 'Any suitable combination of education, training and experience is acceptable.', <br/>," <br/>]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877060336,Simply Biotech,"['PhD in a quantitative field in the natural or social sciences e.g. statistics, economics, genetics, political science, etc.', 'Significant experience in R or Python', 'Proficiency working in Linux environment', 'Strong fundamentals in machine learning', 'Expertise in applied statistics', 'Experience working with datasets that cannot fit in a typical personal computer’s memory', 'Proficiency writing high-quality code, using version control, and maintaining documentation', 'Ability to communicate and collaborate with an inter-disciplinary team', 'Ability to translate business-level objectives to data science objectives', 'Experience with clinical or biological data e.g. genomics, proteomics, imaging, EMR', 'Experience with association studies in biological domains e.g. GWAS', 'Experience with study designs for assessing diagnostic tests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870586592,The HT Group,"['Proven track record of highlighting growth opportunities with actionable insights and predictive analytics in the eCommerce industry ', 'Ability to present complex analyses and insights effectively to non-technical staff, stakeholders and customers, both internal and external ', 'Experience with descriptive and inferential statistics and building basic prototype models ', 'Proactive collaboration and effective communication skills ', 'Experience with PostgreSQL 9+ and knowledge of SQL queries required ', 'Experience with Amazon Quicksights, Amazon Forecast, Big Data, and ETL highly preferred ', 'Bachelor’s degree in economics, statistics or other related vertical ', 'Global eCommerce and wholesale experience highly preferred']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881574503,Wish,"['Apply statistics techniques to improve Wish’s experimentation platform and process. ', 'Apply economics methodologies to understand and improve Wish’s two-sided marketplace.', 'Apply optimization techniques to improve Wish’s logistics and overall user experiences. ', 'Apply machine learning techniques to improve Wish’s product and operation.', <br/>, <br/>, 'Advanced degree in a quantitative field.', 'A minimum of 3 years of Data Science experience in technology or research industry.', 'Proficient in Python or R', <br/>, <br/>, 'Demonstrated track record of successful projects in applying quantitative techniques to improve a product or business.', '5+ years work experience in technology or research industry.', 'Domain expert in one of the fields: statistics, machine learning, optimization, and economics.', <br/>, <br/>]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857258447,TBWA\Chiat\Day,"['Big picture thinking and attention to detail to solve problems/help teams make decisions/find insights', 'Perform extraction and interrogation of data sets from multiple platforms and perform hygiene and quality control steps. Data sources will include: web analytic tools, media analytics, customer databases, social listening tools, search tools, syndicated data, research & survey tools, etc.', 'Derive key findings and observations from analyzing various data sources, and together with more senior analytics staff, communicate those findings orally or in writing, primarily to internal agency team.', 'Develop a picture of the customer leveraging data from 3rd party data sources.', 'Stay abreast of industry trends, best practices, and the evolving analytics landscape.', 'Put together slides with findings and insights that are communicated to cross functional teams.', '3-5 years experience with programming languages such as R, Python, SQL, etc.', 'Advanced skills in Excel functions: Pivots, advanced formulas/macros, multi-spreadsheet links.', 'Competency in analytic techniques such as: time series data analysis, segmentation, univariate & multivariate statistical analysis, various metrics and key performance indicators, research & test design, significance testing, variance and growth calculations, forecasting, return on investment.', 'Working knowledge of data visualization tools, such as Shiny, Tableau or Power BI.', 'Strong written and verbal communication skills.', '2-4 years of work experience in marketing analytics or related fields such as advertising, direct marketing, online marketing, loyalty marketing, using data to solve complex Marketing problems.', 'Basic knowledge of marketing/advertising/research principles.\\']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877467653,Beyondsoft,"['Developing and evaluating Machine Learning models for different business purposes ', 'Ensuring data quality throughout all stages of acquisition and processing, including data sourcing/collection, ground truth generation, normalization, and transformation. ', 'Auditing metrics data and success criteria. ', 'Work with engineers to develop efficient data querying infrastructure for both offline and online use cases ', '5+ years of experience with machine learning, deep learning, statistical modeling, data mining, and analytics techniques. ', Bachelor or Master's degree in highly quantitative field (CS", machine learning, mathematics," statistics) or equivalent experience. """, 'Experience in SVM, Tensorflow, Pytorch, jupyter, Spark/Scala and other statistical/machine learning software. ', 'Strong understanding of relational databases and a high-degree of technical proficiency with SQL and a data visualization tool such as Tableau or Power BI. ', 'Experience applying various machine learning techniques, and understanding the key parameters that affect their performance. ', 'Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships. ', 'Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. ', 'Experience in one or more machine learning or deep learning topics as a plus: CV, NLP, RL, etc. ', 'Previous experience in a ML or data scientist role. '," 'Previous experience in the wireless industry ']""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887340688,Notion,"[' Work on a product people love that solves real problems: Your friends and family can use Notion to take notes, display photos, collect recipes — while Fortune 500 companies use it to run huge teams (and some non-profits use it to conserve wildlife).',  Help define what data means at Notion: As the first hire working full-time on data at Notion", you'll have outsized influence on what data infrastructure, data analysis," and data team structure look like as we grow the business."""," "" Join us at a magical time: We've hit profitability and product-market fit"," which gives us a huge green field to work with. You'd join at the perfect time to shape what we build and how we grow.""", <br/>, <br/>," ""You'll build models to predict things like conversion and likelihood of churn."""," ""You'll build and maintain KPI dashboards that teams rely on for making key decisions."""," ""You'll collaborate with team leads across the business to understand and support their data needs."""," ""You'll build and improve our underlying data infrastructure and tooling. (We currently use DBT", Snowflake, Mode Analytics, Fivetran, Census, Amplitude, Segment," and more)."""," ""You've spent meaningful time as a senior data scientist — or even better"," you've previously managed a team (there's opportunity to do that here).""", 'You have experience building predictive statistical and machine learning models, and you can build reproducible backtests for proposed models to demonstrate their effectiveness.', 'You have experience building out data infrastructure which facilitates speed, reliability, and scalability.', 'You are a SQL expert. You have no problem regularly leveraging window functions, UDFs, self-joins, and other complex SQL functions to accomplish your data analysis goals.', 'You have a bias for using the right tools to get a job done with maximum efficiency. You are an expert at making tradeoffs between speed and accuracy.'," 'You have strong product sense and user intuition which inform the questions you ask of the data you are analyzing.']""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885580098,Sanofi,"['Applying AI/ML for modeling and embedding of data plus performing tasks such as classification, clustering, prediction, generation, relationship discovery, and causal inference. ', 'Close interactions with data engineers, subject matter experts (SMEs), and business stakeholders ', 'Update and report relevant results to interdisciplinary project teams and stakeholders', 'Maintain a keen awareness of recent developments in data science and cloud computing infrastructures and state-of-the-art of AI/ML/DL algorithms and research results', 'Active engagement in evaluation and coordination of both academic and startup collaborations', <br/>, <br/>, 'A PhD or MS degree in Data Science, Computer Science, Engineering Sciences, Applied Mathematics, and Physics with an emphasis on machine learning and deep learning', '0-3 year(s) of industry experience with a strong record of accomplishments and project experience in applications of AI/ML ', <br/>, <br/>, 'Familiarity with Deep Learning, neural network architectures including CNNs, RNNs, Embeddings, Transfer Learning, Attention-based Networks, Statistical Learning, Restricted Boltzmann Machines (RBMs), Belief Networks, and Reinforcement Learning.', 'Familiarity with Data Visualization tools/libraries and dimensionality reduction algorithms', 'Proficient in Python, SQL, and NoSQL databases', 'Familiarity with some of deep learning libraries such as Keras, TensorFlow, PyTorch, NLTK, Gensim, SpaCy, OpenCV', 'The ability to work with APIs and multi-GPU machines on the cloud', 'A change agent with a combination of business, science & technology, and diplomatic skills', <br/>, <br/>]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875823014,Hedge Fund Talent,"['Manage large amounts of complex data in Python and running quantitative queries. ', 'Identify timely and unique data sets, diving deep into a diverse set  of data domains as well as visualizing and exploring underlying data  drivers ', 'Build statistical analysis and financial modeling techniques to large data sets. ', Master's or PhD degree from a competitive university in a quantitative  field such as statistics", mathematics, operational research, computer  science," finance or economics. """, 'Quantitative and Developer experience (Python and/or object oriented programming) ', 'Prior experience working or Internship at a Financial firm or leading  technology (Google, Facebook, Amazon, etc...) firm is helpful ', 'Proficiency with statistical and data analysis and programming tools such as R, SAS, Stata," SQL or Matlab.']""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848897089,Comcast,"['Deliver data-driven solutions for businesses, complementing existing business teams with additional resources, perspectives, ideas and solutions.', 'Perform ad-hoc analyses for stakeholders using various datasets across the organization, including: KPI deep dives, marketing analytics, predictive modeling, audience clustering, and affinity analysis.', 'Use analytical rigor and statistical methods to analyze large amounts of data, extracting actionable insights using techniques such as data analysis, data mining, optimization tools, and machine learning.', 'Lead projects from planning stages through execution and delivery, collaborating with business units, agencies, and peers to ensure deliverables align with business needs.', 'Communicate across the enterprise with various stakeholders and work closely with teammates, both local and remote, on ongoing workstreams and projects', 'Distill complex data, insights, and analyses into easily digestible visualizations and presentations for various technical and non-technical audiences.', 'Manage and prioritize incoming requests from various enterprise stakeholders with existing and overlapping projects.', 'Maintain and develop tools and processes to standardize and automate recurring procedures/tasks.', <br/>, 'B.S. in Computer Science, Statistics, Mathematics, Economics, or related field', '2-3 years of experience working with data, performing analytics', 'Knowledge of programming languages used for analysis (e.g. SQL, Python, R), software development experience, a plus', 'Experience with statistical modeling and/or advanced data science techniques', 'Experience with data visualization tools (e.g. Tableau, Domo)', 'Strong curiosity, leadership and business acumen – possess strong interpersonal skills with the ability to motivate, collaborate and influence', 'Ability to deliver on multiple projects and meet tight deadlines', 'Flexible and adaptable, self-driven, confident and resourceful', <br/>, 'Background in digital, eCommerce, marketing, media or entertainment a plus', 'Experience with software development and automation a strong plus', <br/>, ' Understand our Operating Principles; make them the guidelines for how you do your job', ' Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services', ' Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences', ' Win as a team - make big things happen by working together and being open to new ideas', ' Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers', ' Drive results and growth', ' Respect and promote inclusion and diversity',  Do what's right for each other", our customers," investors and our communities"""," <br/>]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832538473,Chewy,"['Deep dive big Supply Chain data to explain change, find hidden opportunity, and provide recommendations', 'Partner with Supply Chain’s functional areas (with Demand Planning, S&OP, Transportation, and Supply Planning) to develop to optimize our Supply Chain across the board', 'Work with IT and Data Warehousing teams to develop and enhance systems', 'Be a subject matter expert for Supply Chain Analytics', 'Predict, simulate and optimize Supply Chain operations', 'Implement process improvement initiatives that drive improvements to the metrics and streamline the Supply Chain', 'An advanced degree (M.S., PhD, or equivalent experience) in Operations Research, Statistics, Applied Mathematics, Engineering, Computer Science or related field or 5+ years’ experience designing optimization and machine learning solutions for large scale applications', 'Ability to understand and apply advanced mathematics', 'R or Python mastery', 'Experience working with Predictive Models (Time Series and Regression), Linear Programming, and Classification', 'Ability to translate complex data sets and research into simple business recommendations', 'Ability to manage multiple projects', 'Ability to use collaborative programming tools (Git, Confluence, etc.), and assist and support junior colleague’s use of those tools', 'Position may require travel ', 'Strong leadership skills and outgoing', 'Ability to effectively operate both independently and as part of a team', 'E-com, Retail or startup experience is a plus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
